Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count
Pocky & Rocky with Becky,2001.0,0.05,0.02,0.0,0.0,0.07,24.0
The Tale of Despereaux,2008.0,0.06,0.0,0.0,0.0,0.07,24.0
Jam Sessions 2,2009.0,0.06,0.0,0.0,0.0,0.07,24.0
Full Spectrum Warrior: Ten Hammers,2006.0,0.03,0.02,0.0,0.01,0.07,5.0
Streets of Rage 3,1993.0,0.0,0.0,0.07,0.0,0.07,24.0
Just Dance: Disney Party 2,2015.0,0.05,0.01,0.0,0.01,0.07,24.0
Natural Doctrine,2014.0,0.02,0.01,0.03,0.01,0.07,29.0
Hasbro Family Game Night Fun Pack,2011.0,0.06,0.0,0.0,0.0,0.07,24.0
Pro Yaky? Spirits 4,2007.0,0.0,0.0,0.07,0.0,0.07,24.0
Prince of Persia: The Fallen King,2008.0,0.06,0.0,0.0,0.0,0.07,9.0
My Horse & Me: Riding for Gold,2008.0,0.05,0.01,0.0,0.0,0.07,24.0
Speed Racer,1996.0,0.04,0.02,0.0,0.0,0.07,24.0
NHL Hitz Pro,2003.0,0.05,0.01,0.0,0.0,0.07,12.0
Cardfight!! Vanguard: Lock On Victory!!,2014.0,0.0,0.0,0.07,0.0,0.07,24.0
Broken Sword 5: The Serpent's Curse,2015.0,0.0,0.06,0.0,0.01,0.07,23.0
Alan Wake,2012.0,0.0,0.06,0.0,0.01,0.06,1473.0
Atelier Meruru: Alchemist of Arland 3,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Hot Wheels: Burnin' Rubber,2001.0,0.05,0.02,0.0,0.0,0.06,24.0
Lost in Blue 2,2007.0,0.01,0.01,0.05,0.0,0.06,24.0
Ojyousama Express,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Risen 3: Titan Lords,2014.0,0.02,0.04,0.0,0.0,0.06,69.0
Steambot Chronicles: Battle Tournament,2008.0,0.05,0.0,0.01,0.01,0.06,8.0
Wings of War,2004.0,0.05,0.01,0.0,0.0,0.06,5.0
187: Ride or Die,2005.0,0.05,0.01,0.0,0.0,0.06,8.0
RPG Maker 3,2004.0,0.03,0.02,0.0,0.01,0.06,14.0
Zatch Bell! Mamodo Battles,2005.0,0.05,0.01,0.0,0.0,0.06,24.0
Genkai Tokki Monster Monpiece,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Desert Strike Advance,2002.0,0.05,0.02,0.0,0.0,0.06,24.0
Kabuki Warriors,2001.0,0.05,0.01,0.0,0.0,0.06,12.0
Discworld,1994.0,0.04,0.02,0.0,0.0,0.06,24.0
Motion Explosion!,2011.0,0.05,0.01,0.0,0.0,0.06,24.0
World Poker Tour,2005.0,0.05,0.01,0.0,0.0,0.06,4.0
Age of Empires III: The Asian Dynasties,2007.0,0.0,0.05,0.0,0.01,0.06,71.0
Elite Forces: Unit 77,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
IL-2 Sturmovik: Birds of Prey,2009.0,0.06,0.0,0.0,0.0,0.06,5.0
Moshi Monsters: Katsuma Unleashed,2013.0,0.03,0.03,0.0,0.01,0.06,24.0
Pirates: The Legend of Black Kat,2002.0,0.05,0.01,0.0,0.0,0.06,24.0
July,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Crime Lab: Body of Evidence,2010.0,0.05,0.01,0.0,0.0,0.06,24.0
Disney's Chicken Little: Ace In Action,2006.0,0.06,0.0,0.0,0.0,0.06,24.0
ESPN Winter X-Games: Snowboarding 2002,2000.0,0.05,0.02,0.0,0.0,0.06,24.0
Bleach: Versus Crusade,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Kanon,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
NanoBreaker,2005.0,0.03,0.02,0.0,0.01,0.06,11.0
You Don't Know Jack,2011.0,0.06,0.0,0.0,0.0,0.06,24.0
Bionicle,2003.0,0.05,0.01,0.0,0.0,0.06,4.0
GRID 2,2013.0,0.0,0.06,0.0,0.01,0.06,571.0
Cabela's Trophy Bucks,2008.0,0.06,0.0,0.0,0.0,0.06,5.0
Cosmos Chaos!,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Criminal Girls: Invite Only,2013.0,0.01,0.01,0.04,0.01,0.06,37.0
Miami Vice: The Game,2006.0,0.06,0.0,0.0,0.0,0.06,12.0
Samurai Warriors Chronicles 3,2014.0,0.0,0.0,0.06,0.0,0.06,14.0
BMX XXX,2002.0,0.05,0.01,0.0,0.0,0.06,7.0
Disney's Magical Quest 2 Starring Mickey and Minnie,2003.0,0.05,0.02,0.0,0.0,0.06,24.0
Bullet Girls,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
One Piece: Unlimited World Red,2014.0,0.0,0.04,0.02,0.0,0.06,43.0
Aggressive Inline,2002.0,0.05,0.01,0.0,0.0,0.06,7.0
Ikki Tousen: Xross Impact,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Smart Boy's Toys Club,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Insecticide,2008.0,0.06,0.0,0.0,0.0,0.06,5.0
Super Mahjong 2: Honkaku 4Jin Uchi,1993.0,0.0,0.0,0.06,0.0,0.06,24.0
XGRA: Extreme G Racing Association,2003.0,0.03,0.02,0.0,0.01,0.06,8.0
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Family Trainer: Treasure Adventure,2010.0,0.0,0.05,0.0,0.01,0.06,24.0
Pop'n Music Portable 2,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Kamen Rider: Dragon Knight,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Darksiders II,2015.0,0.04,0.02,0.0,0.01,0.06,24.0
Ys vs. Sora no Kiseki: Alternative Saga,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Naruto: Ultimate Ninja Heroes (JP sales),2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Ray Tracers,1997.0,0.04,0.02,0.0,0.0,0.06,24.0
Mario vs. Donkey Kong: Tipping Stars,2015.0,0.0,0.0,0.06,0.0,0.06,48.0
Tournament of Legends,2010.0,0.04,0.02,0.0,0.01,0.06,11.0
Frogger: Helmet Chaos,2005.0,0.06,0.0,0.0,0.0,0.06,24.0
Escape from Bug Island,2006.0,0.04,0.01,0.01,0.0,0.06,25.0
Nicola Kanshuu: Model * Oshare Audition,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Cold Stone Creamery: Scoop It Up,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
My Pet Shop,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
James Bond 007: Blood Stone,2010.0,0.05,0.01,0.0,0.0,0.06,24.0
Kururin Paradise,2002.0,0.0,0.0,0.06,0.0,0.06,24.0
Gradius Collection,2006.0,0.04,0.0,0.02,0.0,0.06,4.0
Kiniro no Corda 2,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Dynasty Warriors Vs,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Fist of the North Star: Ken's Rage 2,2012.0,0.03,0.01,0.02,0.0,0.06,20.0
Gallop Racer 2004,2004.0,0.03,0.02,0.0,0.01,0.06,12.0
Sunrise Eiyuutan R,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Rayman: Hoodlum's Revenge,2005.0,0.05,0.02,0.0,0.0,0.06,24.0
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004.0,0.03,0.02,0.0,0.01,0.06,10.0
F1 2001,2001.0,0.05,0.01,0.0,0.0,0.06,8.0
Utawarerumono: Futari no Hakuoro,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Fishing Master (jp sales),2007.0,0.0,0.0,0.06,0.0,0.06,24.0
OK! Puzzle Stars,2010.0,0.0,0.06,0.0,0.01,0.06,24.0
Zill O'll Infinite Plus,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Tonka Rescue Patrol,2003.0,0.05,0.01,0.0,0.0,0.06,24.0
GunGriffon II,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Crimson Gem Saga,2008.0,0.06,0.0,0.0,0.0,0.06,30.0
Monster Tale,2011.0,0.06,0.0,0.0,0.0,0.06,15.0
Legend of the Dragon,2007.0,0.06,0.0,0.0,0.0,0.06,5.0
Cel Damage,2002.0,0.05,0.01,0.0,0.0,0.06,11.0
Backyard Hockey,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Famicom Mini: Balloon Fight,2004.0,0.0,0.0,0.06,0.0,0.06,24.0
Steins;Gate: Senkei Kousoku no Phonogram,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Seaman 2: Peking Genjin Ikusei Kit,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Sprung - A Game Where Everyone Scores,2004.0,0.06,0.0,0.0,0.0,0.06,24.0
Mirror's Edge Catalyst,2016.0,0.01,0.05,0.0,0.0,0.06,606.0
The Pinball of the Dead,2002.0,0.05,0.02,0.0,0.0,0.06,24.0
Growlanser IV: Over Reloaded,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Arc the Lad: End of Darkness,2004.0,0.03,0.02,0.0,0.01,0.06,10.0
The King of Route 66,2003.0,0.03,0.02,0.0,0.01,0.06,24.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,0.05,0.02,0.0,0.0,0.06,6.0
Western Riding Academy,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Bubble Bobble also featuring Rainbow Islands,1995.0,0.04,0.02,0.0,0.0,0.06,24.0
Intellivision Lives!,2004.0,0.05,0.01,0.0,0.0,0.06,24.0
Tokobot,2005.0,0.06,0.0,0.0,0.0,0.06,8.0
Monster Madness: Grave Danger,2008.0,0.05,0.0,0.0,0.01,0.06,24.0
Panzer Tactics,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Pro Yaky? Spirits 2013,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Robotica,1994.0,0.0,0.0,0.06,0.0,0.06,24.0
Super Robot Wars OG: The Moon Dwellers,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Deathrow: Underground Team Combat,2002.0,0.05,0.01,0.0,0.0,0.06,24.0
The Amazing Spider-Man 2 (2014),2014.0,0.03,0.03,0.0,0.01,0.06,24.0
Paws & Claws: Marine Rescue,2011.0,0.06,0.0,0.0,0.0,0.06,24.0
Land of the Dead: Road to Fiddler's Green,2005.0,0.05,0.01,0.0,0.0,0.06,10.0
Odin Sphere: Leifthrasir,2016.0,0.02,0.01,0.03,0.01,0.06,29.0
R-Types,1998.0,0.04,0.02,0.0,0.0,0.06,24.0
Star Fighter,1995.0,0.04,0.02,0.0,0.0,0.06,24.0
Game Center CX: 3-Choume no Arino,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Assetto Corsa,2016.0,0.0,0.05,0.0,0.01,0.06,70.0
NHL 2K9,2008.0,0.06,0.0,0.0,0.0,0.06,19.0
Kuukan * Zukei: Hirameki Training - KuuTore,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Osu! Tatakae! Ouendan,2005.0,0.0,0.0,0.06,0.0,0.06,24.0
Dissidia: Final Fantasy Universal Tuning,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Fast Food Panic,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
"Warhammer 40,000: Squad Command",2007.0,0.05,0.01,0.0,0.01,0.06,16.0
Johnny Test,2011.0,0.06,0.0,0.0,0.0,0.06,7.0
One Piece: Burning Blood,2016.0,0.03,0.02,0.0,0.01,0.06,12.0
TrackMania Turbo,2016.0,0.02,0.04,0.0,0.0,0.06,27.0
Pro Evolution Soccer 2015,2014.0,0.0,0.06,0.0,0.0,0.06,173.0
Jewels of the Ages,2011.0,0.03,0.02,0.0,0.01,0.06,24.0
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
The Legend of Heroes: Trails in the Sky Second Chapter,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Zero Escape: Zero Time Dilemma,2016.0,0.03,0.0,0.02,0.01,0.06,116.0
Bionicle Heroes,2006.0,0.06,0.0,0.0,0.0,0.06,15.0
Mystic Heroes,2002.0,0.03,0.02,0.0,0.01,0.06,14.0
Tron 2.0: Killer App,2004.0,0.04,0.02,0.0,0.0,0.06,24.0
Jurassic Park III: Park Builder,2001.0,0.04,0.02,0.0,0.0,0.06,5.0
Unchained Blades ,2011.0,0.0,0.0,0.06,0.0,0.06,15.0
NHL Legacy,2015.0,0.06,0.0,0.0,0.01,0.06,24.0
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Santa Claus Is Comin' to Town!,2011.0,0.06,0.0,0.0,0.0,0.06,24.0
Disney Infinity 2.0: Marvel Super Heroes,2015.0,0.0,0.05,0.0,0.01,0.06,24.0
Octomania,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Godzilla (2014),2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Code Geass: Hangyaku no Lelouch - Lost Colors,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Showtime Championship Boxing,2007.0,0.06,0.0,0.0,0.0,0.06,10.0
LEGO Bionicle,2001.0,0.04,0.02,0.0,0.0,0.06,24.0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Power Shovel,2000.0,0.03,0.02,0.0,0.0,0.06,24.0
Bomberman Land,2007.0,0.06,0.0,0.0,0.0,0.06,4.0
A llI S.V.: A Ressha de Gyoukou 3 Super Version,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
My Pet Chimp,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Generator Rex: Agent of Providence,2011.0,0.05,0.01,0.0,0.0,0.06,6.0
Chrysler Classic Racing,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Spy Games: Elevator Mission,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
The Book of Unwritten Tales: The Critter Chronicles,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
Steins;Gate,2012.0,0.01,0.02,0.02,0.01,0.06,51.0
Nights of Azure,2015.0,0.03,0.02,0.0,0.01,0.06,71.0
Strike Force Bowling,2005.0,0.05,0.01,0.0,0.0,0.06,24.0
Age of Empires Online,2011.0,0.01,0.04,0.0,0.01,0.06,186.0
Earth Defense Force 2017 Portable,2012.0,0.0,0.0,0.06,0.0,0.06,31.0
Atelier Iris 2: The Azoth Of Destiny,2005.0,0.03,0.02,0.0,0.01,0.06,14.0
Spy Fox in Dry Cereal,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
There,2002.0,0.03,0.02,0.0,0.0,0.06,24.0
Tokimeki no Houkago,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Championship Surfer,2000.0,0.03,0.02,0.0,0.0,0.06,24.0
Zumba Fitness Core,2012.0,0.0,0.06,0.0,0.01,0.06,24.0
Lego Batman 3: Beyond Gotham,2014.0,0.0,0.06,0.0,0.0,0.06,21.0
Di-Gata Defenders,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Monster Garage,2004.0,0.05,0.01,0.0,0.0,0.06,24.0
ZhuZhu Pets: Quest for Zhu,2011.0,0.06,0.0,0.0,0.0,0.06,24.0
Akai Katana Shin,2011.0,0.04,0.0,0.01,0.0,0.06,24.0
A-Train: City Simulator,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Tecmo Classic Arcade,2005.0,0.05,0.01,0.0,0.0,0.06,24.0
2 Games in 1: Sonic Pinball Party & Columns Crown,2005.0,0.04,0.02,0.0,0.0,0.06,24.0
Mad Maestro!,2001.0,0.03,0.02,0.0,0.01,0.06,24.0
Densha De Go! 3 Tsuukinhen,2001.0,0.0,0.0,0.06,0.0,0.06,24.0
Biker Mice From Mars,2006.0,0.03,0.02,0.0,0.01,0.06,24.0
From The Abyss,2008.0,0.06,0.0,0.0,0.0,0.06,5.0
Jewel Quest IV: Heritage,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Sudoku Ball Detective,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
The LEGO Movie Videogame,2014.0,0.02,0.04,0.0,0.0,0.06,33.0
DuckTales: Remastered,2013.0,0.06,0.0,0.0,0.01,0.06,100.0
Giants: Citizen Kabuto,2001.0,0.03,0.02,0.0,0.01,0.06,8.0
Steins;Gate,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Star Wars Knights of the Old Republic II: The Sith Lords,2005.0,0.01,0.04,0.0,0.01,0.06,24.0
MX vs. ATV Supercross,2014.0,0.03,0.02,0.0,0.01,0.06,14.0
Grand Kingdom,2015.0,0.01,0.01,0.04,0.01,0.06,33.0
Risen 3: Titan Lords,2015.0,0.0,0.05,0.0,0.01,0.06,24.0
Guilty Gear XX Accent Core Plus,2008.0,0.03,0.02,0.0,0.01,0.06,7.0
LEGO Batman: The Videogame,2008.0,0.02,0.03,0.0,0.01,0.06,61.0
Alone in the Dark,2008.0,0.03,0.02,0.0,0.01,0.06,24.0
Muppets Party Cruise,2003.0,0.03,0.02,0.0,0.01,0.06,6.0
Higurashi Daybreak Portable,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Shonen Jump's One Piece: Grand Battle,2005.0,0.05,0.01,0.0,0.0,0.06,24.0
Transformer: Rise of the Dark Spark,2014.0,0.04,0.01,0.0,0.01,0.06,24.0
Barbie Horse Adventures: Wild Horse Rescue,2003.0,0.05,0.01,0.0,0.0,0.06,24.0
Blast Lacrosse,2001.0,0.03,0.02,0.0,0.0,0.06,24.0
Kikou Heidan J-Phoenix,2001.0,0.0,0.0,0.06,0.0,0.06,24.0
Backyard NFL Football '10,2009.0,0.03,0.02,0.0,0.01,0.06,24.0
DreamWorks Super Star Kartz,2011.0,0.05,0.01,0.0,0.0,0.06,24.0
Earth Defense Force 4.1: The Shadow of New Despair,2015.0,0.03,0.02,0.0,0.01,0.06,51.0
Legend of Kay,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,2005.0,0.04,0.02,0.0,0.0,0.06,24.0
Bubble Bobble: Old & New,2002.0,0.04,0.02,0.0,0.0,0.06,24.0
Speed,2010.0,0.04,0.02,0.0,0.01,0.06,24.0
Naruto Shippuden: Gekito Ninja Taisen! Special,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Kekkon: Marriage,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
KimiKiss,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Nicola Kanshuu: Model * Oshare Audition 2,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Cold Fear,2005.0,0.05,0.01,0.0,0.0,0.06,20.0
Imagine: Gymnast,2008.0,0.05,0.01,0.0,0.0,0.06,24.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Challenge Me: Brain Puzzles,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Shining Force Feather,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
The Technomancer,2016.0,0.02,0.04,0.0,0.01,0.06,116.0
Kurupoto Cool Cool Stars,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Attack on Titan (KOEI),2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Cocoto Kart Racer,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Mobile Suit Gundam 00: Gundam Meisters,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Imagine: Cheerleader,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Theme Park,2007.0,0.0,0.02,0.03,0.0,0.06,14.0
Call of Cthulhu: Dark Corners of the Earth,2005.0,0.05,0.01,0.0,0.0,0.06,37.0
The Great Escape,2003.0,0.05,0.01,0.0,0.0,0.06,24.0
Blur,2010.0,0.01,0.04,0.0,0.01,0.06,177.0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
The Next BIG Thing,2011.0,0.0,0.05,0.0,0.01,0.06,35.0
Metal Gear Solid: Social Ops,2002.0,0.03,0.02,0.0,0.01,0.06,24.0
Minna no DS Seminar: Kanpeki Eitango Ryoku,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
PenPen TriIceLon,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Salt Lake 2002,2002.0,0.04,0.02,0.0,0.0,0.06,24.0
SBK 2011: FIM Superbike World Championship,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
DropCast,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Alien Syndrome,2007.0,0.05,0.0,0.0,0.0,0.06,23.0
Vexx,2003.0,0.05,0.01,0.0,0.0,0.06,6.0
Crazy Chicken Tales,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Mega Man Battle Network 5: Double Team DS (US sales),2005.0,0.06,0.0,0.0,0.0,0.06,24.0
Attack on Titan (KOEI),2016.0,0.02,0.03,0.0,0.0,0.06,24.0
Batman: Rise of Sin Tzu,2003.0,0.05,0.01,0.0,0.0,0.06,24.0
Secret Files: Tunguska,2008.0,0.04,0.01,0.0,0.0,0.06,8.0
EverQuest II: Destiny of Velious,2011.0,0.06,0.0,0.0,0.0,0.06,5.0
Unreal Tournament III,2007.0,0.0,0.05,0.0,0.01,0.06,523.0
Disney Sports Skateboarding,2002.0,0.05,0.01,0.0,0.0,0.06,6.0
Summon Night 6: Lost Borders,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Summon Night 2,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Chou Soujuu Mecha MG,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Pro Evolution Soccer 2012,2011.0,0.0,0.0,0.06,0.0,0.06,11.0
Grey's Anatomy: The Video Game,2009.0,0.05,0.01,0.0,0.0,0.06,24.0
Terminator 3: The Redemption,2004.0,0.05,0.01,0.0,0.0,0.06,5.0
Arkanoid DS,2007.0,0.06,0.0,0.0,0.0,0.06,5.0
Call of Duty 2,2005.0,0.0,0.05,0.0,0.01,0.06,626.0
Big Bang Mini,2009.0,0.05,0.0,0.0,0.0,0.06,26.0
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Chevrolet Camaro: Wild Ride,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Genkai Tokki: Moero Crystal,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Project Setsuna,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Serious Sam II,2005.0,0.05,0.01,0.0,0.0,0.06,11.0
Neon Genesis Evangelion,1999.0,0.0,0.0,0.06,0.0,0.06,24.0
Song of the Deep,2016.0,0.05,0.0,0.0,0.01,0.06,20.0
JoJo's Bizarre Adventure: All Star Battle,2012.0,0.06,0.0,0.0,0.0,0.06,24.0
Digimon All-Star Rumble,2014.0,0.05,0.01,0.0,0.01,0.06,10.0
The Legend of Heroes VII: The Trail of Blue,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
MotoGP 10/11,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
Cabela's Big Game Hunter (2008),2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Dead Rising 2: Off the Record,2011.0,0.04,0.02,0.0,0.01,0.06,54.0
Flipnic: Ultimate Pinball,2003.0,0.03,0.02,0.0,0.01,0.06,12.0
ICO,2011.0,0.0,0.0,0.06,0.0,0.06,27.0
Eigo de Tabisuru: Little Charo,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
World Series of Poker 2008: Battle for the Bracelets,2007.0,0.05,0.0,0.0,0.0,0.06,24.0
NBA Hangtime,1996.0,0.03,0.02,0.0,0.0,0.06,24.0
Busy Scissors,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Dreamer Series: Zoo Keeper,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
D.C. II P.S.: Da Capo II Plus Situation,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
The Witcher,2007.0,0.0,0.05,0.0,0.01,0.06,1116.0
Mike Piazza's Strike Zone,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
Bust-A-Move '99,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
Star Soldier: Vanishing Earth,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
Top Gear Hyper-Bike,1999.0,0.05,0.01,0.0,0.0,0.06,24.0
Brunswick Circuit Pro Bowling,1999.0,0.05,0.01,0.0,0.0,0.06,24.0
Olympic Hockey 98,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
CyberTiger,2000.0,0.05,0.01,0.0,0.0,0.06,24.0
Polaris SnoCross,2000.0,0.05,0.01,0.0,0.0,0.06,24.0
Penny Racers,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
S.C.A.R.S,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
Another Code R: A Journey into Lost Memories,2009.0,0.0,0.03,0.03,0.0,0.06,24.0
Virtual Chess 64,1998.0,0.05,0.01,0.0,0.0,0.06,24.0
Marvel Super Heroes,1997.0,0.0,0.0,0.06,0.0,0.06,24.0
Worms Blast,2002.0,0.05,0.01,0.0,0.0,0.06,24.0
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,0.0,0.0,0.06,0.0,0.06,14.0
Prinny: Can I Really Be The Hero? (US sales),2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Coded Arms: Contagion,2007.0,0.05,0.0,0.0,0.01,0.06,28.0
Foster's Home for Imaginary Friends: Imagination Invaders,2007.0,0.06,0.0,0.0,0.0,0.06,6.0
Smile PreCure! Let's Go! Marchen World,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
S.T.A.L.K.E.R.: Call of Pripyat,2009.0,0.0,0.05,0.0,0.01,0.06,602.0
IHRA Professional Drag Racing 2005,2004.0,0.04,0.01,0.0,0.0,0.06,24.0
Tokyo Xtreme Racer Advance,2005.0,0.04,0.02,0.0,0.0,0.06,24.0
Doraemon: Nobita no Uchuu Eiyuuki,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
